   4.29649008E-05   0.00000000       0.00000000    
  -2.77358723       3.56542206      -2.83131409    
  -6.79570866       4.47230339      -4.87053537    
  -6.77192402      0.996689796       4.89633656    
  -3.11194396      -2.37968063      -1.28230762    
  -2.16686845      0.435560673       3.80991793    
  -4.94579411      0.537411988     -0.313418359    
   1.09584939     -0.372094363       4.11323500    
  0.166992128       4.62350988      -2.63146877    
  -4.85856104      -2.04991651       1.98083770    
  0.867567420       2.69670343      -3.72834420    
  -2.53255486      0.955356658      -1.44792497    
   2.35468006      -5.26670599      -1.54137993    
  -7.32813978       1.13365972      -4.28838968    
  -5.87024498      -7.24812174       4.45629597    
  -1.38088799       6.33837509      -5.27552032    
  -7.10925293       7.26581144       3.66144276    
  -4.81772184       4.54134035       5.74636602    
  -2.63593960      0.104462437      -2.10459948    
   3.80390716       2.87157679       4.39058685    
 -0.380596399      -5.93528652      -1.72855568    
   6.98143816       7.39982271       5.05403996    
   3.25133944      -1.22000229       2.52513385    
  -6.38275051      0.236316532      -1.85973573    
 -0.866260111       6.20776892      -4.18405724    
   6.46021652      -2.22248983       4.20244169    
  0.975561559      -7.28342772      -5.70053530    
  -6.00232697       3.88282275      0.610496938    
   1.73777783     -0.469546586      0.230532929    
   7.01950550      -6.36781120      -2.09103584    
   6.81431818      -6.60368252      -5.53451586    
  0.609214485      -2.40000629     -0.681444407    
  -7.08120775      -4.41073418      -5.72548008    
  -4.00931549       3.80483937      -4.48191214    
   2.18537140      -6.87035546E-02  -1.46095741    
   3.83427095       1.39478695       4.77219439    
   3.52420068      -1.87314773       3.49435925    
  0.165570393       2.25540447     -0.450323462    
   6.77090168      -6.30865955       6.77514839    
  0.722664058       5.57345629      -3.33846259    
  -5.46447039      -4.01515388      -2.58102679    
   5.65159225      -6.49223185      -2.01340175    
   6.45788574       1.59228289     -0.817121148    
   3.54043579      -2.11935616      -3.88341689    
  -5.99312162       5.37896061      -4.83773041    
  -5.64281607       1.51470578       2.24076676    
   2.51980257      -4.08272743      -4.24163294    
   3.44664383       6.18491030       1.37488711    
   4.35672235      -3.20945454      -4.33835220    
   4.00249052      -7.23694563      -4.38114262    
  -3.47343779       5.56142950      -6.65090990    
   5.53067017      0.912681520       3.79866457    
  -6.81640244       4.13766003       6.93624067    
   3.46933937       7.33821535      0.814764619    
  -5.48912334      -1.61542714       5.11803484    
   4.05002499      -1.01587570      -5.19620800    
  -1.02265799       4.91245890      -5.83090019    
   1.40146720      0.609207332      -3.67058516    
   2.92941737       1.14785302E-02   2.53450418    
  0.396013737      -3.36691761       6.45398521    
   5.81555033       6.76170444       5.59991312    
  -1.43740880      -2.84176302      -5.52597141    
   3.75395679      -2.81499124      -2.31076074    
  -5.21107388       5.13279390      -2.44415355    
