   0.00000000       0.00000000       0.00000000    
  -27.9181404       10.0073967       22.2589283    
   11.1429958      -8.33016396      -32.9149094    
   24.0146999      -16.5315418       13.3452997    
   6.41556311       17.8714752       25.8180504    
  -32.8074760       26.3625221      -38.5371590    
   31.0349159       34.6688156      -34.7377777    
  -14.6829643      -1.04995763      -7.49158907    
   9.83526707       27.0437241       38.1303940    
   16.0763226      0.539501369      -26.6373463    
  -3.95882869       29.9190063       12.6488943    
   29.8952599       33.7986221      -28.9397774    
  -22.3460617      -30.5987358      -2.88709879    
  -4.12162685      -3.59738779       38.4414101    
   19.6354027      -12.6836138       32.6360588    
   12.1428347      -38.0573502       21.2461510    
  -2.00577855       19.7977962       2.54111290    
   34.3718185      -7.45666790      0.769821644    
  -20.7514858       31.0573959       2.13903570    
  -7.45090675     -0.795963109      -24.0788860    
   31.0150776       10.1561689       4.73109007    
  -11.3101501       28.8915977      -2.63406444    
   31.5584011       19.1055546      -28.4745655    
   27.9903984      0.476183027      -35.5969467    
   20.9107742      -7.64812994       5.94396544    
   30.1927299       35.0579643       31.6842117    
  -24.4916782       24.3053474       14.3803034    
  -32.7464218       19.4646702       32.7981339    
   20.4407883      -2.53826451      -8.56452751    
  -33.6155624       26.3483162      -30.8992195    
  -33.7649078      -10.0823841      -32.6378212    
   25.0774517       26.3115768       31.3772354    
  -25.8350945       4.31793118      -30.4631672    
  -33.5648003      -23.6226749       19.3693619    
 -0.913994670       24.5098896       21.9429054    
  -36.4622765      0.974790752       24.1412907    
   8.46684837       27.8355751      -16.4533882    
   25.2744370      -22.1034794      -5.10414982    
  -23.6939087      -31.7066441      -10.3589916    
   12.0345106      -3.79268599       36.8111382    
   30.6334991      -38.1070747       34.9929924    
   11.2101049      -24.3642921      -33.6561813    
  -7.48589659       8.61835861      -3.54311562    
   2.66086745      -7.48779869      -12.0920954    
   35.1727638       37.2886696      -3.61096382    
   11.0750885      -7.80740881      -30.9227180    
   2.04902911      -28.3312206      -9.98853207    
  -26.4844303       13.4845104       25.7398052    
